alert_id,station_name,river_name,district,state_name,sampling_date,month,alert_types,severity,predicted_compliance_label,predicted_non_compliance_probability,risk_score,risk_category,violation_reasons,label_confidence,explanation,recommended_action
28e8a52d,"Madvi sea water at Ratnagiri near Jodhale Maruti Temple,  Village. Madvigaon, Taluka. Ratnagiri, District. Ratnagiri.",Madvi,Ratnagiri,Maharashtra,07-01-2025,Jul,Regulatory Violation | ML Non-Compliance,High,Non-Compliant,1.0,2.55,Low Risk,BOD (6.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance",Inspect nearby discharge source and issue warning.
07e613f5,"Sea water at Gateway of India, Village. Colaba, Taluka. Colaba, District. Mumbai.",Sea,Mumbai,Maharashtra,07-07-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,5.96,Low Risk,BOD (10.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
d4434798,"Sea water at Charni road choupathy, Village. Girgaon, Taluka. Mumbai, District. Mumbai.",Sea,Mumbai,Maharashtra,07-07-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,5.11,Low Risk,BOD (9.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
b5a1e556,"Sea water at Worli seaface, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,Mumbai,Maharashtra,07-07-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,5.11,Low Risk,BOD (9.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
62220044,"Mahim creek at Mahim Bay, Village. Mahim, Taluka. Mumbai, District. Mumbai.",Mahim,Mumbai,Maharashtra,07-08-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,4.26,Low Risk,BOD (8.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
1ef24972,"Sea water at Shivaji park ( Dadar choupathy), Village. Dadar, Taluka.Dadar,  District. Mumbai.",Sea,Mumbai,Maharashtra,07-08-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,19.06,Low Risk,DO (4.0 < 5); BOD (16.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
6fafdad9,"Sea water at Haji Ali, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,Mumbai,Maharashtra,07-07-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,12.46,Low Risk,DO (4.4 < 5); BOD (12.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
3f481bd9,"Sea water at Malabar Hill, Village. Walkeshwar,Taluka. Mumbai,District. Mumbai.",Sea,Mumbai,Maharashtra,07-07-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,16.61,Low Risk,DO (4.2 < 5); BOD (15.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
3122c833,"Thane creek at Elephanta Island, Village. Elephanta Island , Taluka. Mumbai, District. Mumbai.",Thane,Mumbai,Maharashtra,07-08-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,17.36,Low Risk,DO (4.0 < 5); BOD (14.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
31c14785,"Sea water at Nariman Point, Village. Colaba, Taluka. Colaba, District. Mumbai.",Sea,Mumbai,Maharashtra,07-07-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,19.06,Low Risk,DO (4.0 < 5); BOD (16.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
2b7ab337,"Mithi river near Road bridge, Village. Mahim, Taluka. Bandra, District. Mumbai.",Mithi,Mumbai,Maharashtra,07-08-2025,Jul,Regulatory Violation | ML Non-Compliance | Severe Risk Score | Persistent Hotspot,Severe,Non-Compliant,1.0,80.0,Severe Risk,DO (0.0 < 5); BOD (50.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Severe Risk Score, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
41237d9c,"Sea water at Versova beach, Village. Versova, Taluka. Andheri, District. Mumbai.",Sea,Mumbai,Maharashtra,07-08-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,14.16,Low Risk,DO (4.4 < 5); BOD (14.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
c33474d2,"Sea water at Juhu beach,  Village. Juhugaon, Taluka. Santacruz,  District. Mumbai.",Sea,Mumbai,Maharashtra,07-08-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,7.07,Low Risk,DO (4.8 < 5); BOD (9.0 > 3); pH (8.6 not in 6.5-8.5),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
2d84d848,"Rabodi nalla, Village. Rabodi,Taluka. Thane, District. Thane.",Rabodi,Thane,Maharashtra,07-08-2025,Jul,Regulatory Violation | ML Non-Compliance | High Risk Score | Persistent Hotspot,Severe,Non-Compliant,1.0,58.49,High Risk,DO (1.2 < 5); BOD (36.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, High Risk Score, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
fda99bb4,"Colour chem  Nalla, Village. Majiwada,Taluka. Thane,District. Thane.",Colour Chem,Thane,Maharashtra,07-08-2025,Jul,Regulatory Violation | ML Non-Compliance | High Risk Score | Persistent Hotspot,Severe,Non-Compliant,1.0,74.2,High Risk,DO (0.3 < 5); BOD (46.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, High Risk Score, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
214b0825,"Sandoz nalla, Village. Sandozbaug,Taluka. Thane,District. Thane.",Sandoz,Thane,Maharashtra,07-08-2025,Jul,Regulatory Violation | ML Non-Compliance | High Risk Score | Persistent Hotspot,Severe,Non-Compliant,1.0,74.2,High Risk,DO (0.3 < 5); BOD (46.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, High Risk Score, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
8ab8ca49,"Ulhas creek at Mumbra Reti bunder, Village. Mumbra,Taluka. Thane, District. Thane.",Ulhas,Thane,Maharashtra,07-08-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,1.53,Low Risk,BOD (4.8 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
e0eed068,"Thane creek at Kalwa road bridge, Village. Kalwa,Taluka. Thane,District. Thane.",Thane,Thane,Maharashtra,07-08-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot | Increasing Risk,Severe,Non-Compliant,1.0,1.53,Low Risk,BOD (4.8 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot, Increasing Risk",Escalate for immediate field inspection and source tracking.
f39ab84d,"Ulhas creek at Kolshet Reti bunder, Village. Kolshet, Taluka. Thane, District. Thane.",Ulhas,Thane,Maharashtra,07-08-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,1.7,Low Risk,BOD (5.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
324ac585,"Ulhas creek at Gaimukh at Nagla Bunder on Ghod bunder road, Village. Nagla,Taluka. Thane,District. Thane.",Ulhas,Thane,Maharashtra,07-08-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,1.7,Low Risk,BOD (5.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
f6b82cf6,"Bassein creek at VasaiFort , Village. Bassein, Taluka. Vasai, District. Thane.",Bassein,Thane,Maharashtra,07-09-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,8.41,Low Risk,DO (4.8 < 5); BOD (11.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
99430883,"Ulhas creek at Versova bridge, Village. Versova, Taluka. Vasai, District. Thane.",Ulhas,Thane,Maharashtra,07-09-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,2.55,Low Risk,BOD (6.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
ed66ed9a,"Bhayander creek at D/s of Railway bridge at  Jasal park choupathy, Village. Navghar, Taluka. Bhayander, District. Thane.",Bhayander,Thane,Maharashtra,07-09-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,9.16,Low Risk,DO (4.6 < 5); BOD (10.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
e04cebc0,"Arnala sea, Village. Arnala, Taluka. Vasai, District. Thane.",Arnala,Thane,Maharashtra,07-09-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,10.76,Low Risk,DO (4.4 < 5); BOD (10.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
eacca992,"Uttan sea at Bhayander, Village. Uttan, Taluka. Bhayander, District. Thane.",Uttan,Thane,Maharashtra,07-09-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,13.16,Low Risk,DO (4.1 < 5); BOD (10.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
3fb9060d,"Kharekuran Murbe creek , Village. Kharekuran, Taluka. Palghar, District. Thane.",Kharekuran Murbe,Thane,Maharashtra,07-03-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,14.16,Low Risk,DO (4.4 < 5); BOD (14.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
40faceae,"Dandi Creek, Village. Dandi, Taluka. Palghar, District. Thane.",Dandi,Thane,Maharashtra,07-03-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,17.46,Low Risk,DO (4.2 < 5); BOD (16.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
b6e6118b,"Sarwali Creek, Village. Sarwali, Taluka. Palghar, District. Thane.",Sarwali,Thane,Maharashtra,07-03-2025,Jul,Regulatory Violation | ML Non-Compliance,High,Non-Compliant,1.0,14.96,Low Risk,DO (4.3 < 5); BOD (14.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance",Inspect nearby discharge source and issue warning.
4bfd2f84,"Navapur sea, Village. Navapur, Taluka. Palghar, District. Thane.",Navapur,Thane,Maharashtra,07-03-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,19.06,Low Risk,DO (4.0 < 5); BOD (16.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
4bd75c73,"BPT, Navapur, Village. Navapur, Taluka. Palghar, District. Thane.",BPT/Navapur,Thane,Maharashtra,07-03-2025,Jul,Regulatory Violation | ML Non-Compliance | Severe Risk Score | Persistent Hotspot,Severe,Non-Compliant,1.0,77.6,Severe Risk,DO (0.3 < 5); BOD (80.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Severe Risk Score, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
1550b7bc,"Tarapur MIDC Nalla ( near Sump 1), Village. MIDC Tarapur, Taluka. Palghar, District. Thane.",Tarapur Midc,Thane,Maharashtra,07-03-2025,Jul,Regulatory Violation | ML Non-Compliance | High Risk Score | Persistent Hotspot,Severe,Non-Compliant,1.0,56.78,High Risk,DO (1.2 < 5); BOD (34.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, High Risk Score, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
40f1332c,"Tarapur MIDC Nalla ( Near Sump 2), Village. MIDC  Tarapur, Taluka. Palghar, District. Thane.",Tarapur Midc,Thane,Maharashtra,07-03-2025,Jul,Regulatory Violation | ML Non-Compliance | Severe Risk Score | Persistent Hotspot,Severe,Non-Compliant,1.0,77.6,Severe Risk,DO (0.3 < 5); BOD (56.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Severe Risk Score, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
fc2a81e7,"Tarapur MIDC Nalla ( Near Sump 3), Village. MIDC  Tarapur, Taluka. Palghar, District. Thane.",Tarapur Midc,Thane,Maharashtra,07-03-2025,Jul,Regulatory Violation | ML Non-Compliance | Severe Risk Score | Persistent Hotspot,Severe,Non-Compliant,1.0,77.6,Severe Risk,DO (0.3 < 5); BOD (55.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Severe Risk Score, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
af68bfcd,"Savta Creek, Village. Savta, Taluka. Dahanu, District. Thane.",Savta,Thane,Maharashtra,07-03-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,3.3,Low Risk,DO (4.8 < 5); BOD (5.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
d521af3f,"Dahanu Creek at Dahanu Fort, Village. Danugaon, Taluka. Dahanu, District. Thane.",Dahanu,Thane,Maharashtra,07-03-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,1.87,Low Risk,BOD (5.2 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
01bfa0f9,"Kalu river at Atale village, Village. Atale, Taluka. Kalyan, District. Thane.",Kalu,Thane,Maharashtra,07-03-2025,Jul,Regulatory Violation | ML Non-Compliance,High,Non-Compliant,1.0,0.34,Low Risk,BOD (3.4 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance",Inspect nearby discharge source and issue warning.
45e9dd9f,"Ulhas creek at Reti bunder at D/s of Kalyan. Bhiwandi bridge, Village. Kalyan, Taluka. Kalyan, District. Thane.",Ulhas,Thane,Maharashtra,07-03-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,1.53,Low Risk,BOD (4.8 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
504f2f34,"Bhatsa River at D/s of Liberty Oil Mills, Satnel, Shahapur, Thane.",Bhatsa,Thane,Maharashtra,07-04-2025,Jul,Regulatory Violation | ML Non-Compliance,High,Non-Compliant,1.0,0.17,Low Risk,BOD (3.2 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance",Inspect nearby discharge source and issue warning.
f55537b2,"Bhatsa river at D/s of Pise Dam, Village. Pise, Taluka. Bhiwandi, District. Thane.",Bhatsa,Thane,Maharashtra,07-07-2025,Jul,Regulatory Violation | ML Non-Compliance,High,Non-Compliant,1.0,0.17,Low Risk,BOD (3.2 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance",Inspect nearby discharge source and issue warning.
99b9c6b2,Vashi Creek at Vashi Bridge,Vashi,Thane,Maharashtra,07-03-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,4.26,Low Risk,BOD (8.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
91052455,Vashi Creek at Airoli Bridge,Vashi,Thane,Maharashtra,07-07-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,2.21,Low Risk,BOD (5.6 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
f603d04c,Thane creek Flamingo Sanctuary,Thane,Thane,Maharashtra,07-07-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,2.04,Low Risk,BOD (5.4 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
191e1129,"Panvel creek at Kopra bridge, Village. Kopra,Taluka. Panvel, District. Raigad.",Panvel,Raigad,Maharashtra,07-03-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.17,Low Risk,BOD (3.2 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
374b14e2,"Kundalika river near Salav bridge (Saline zone), Village.Salav, Taluka. Roha, District. Raigad.",Kundalika,Raigad,Maharashtra,07-03-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.34,Low Risk,BOD (3.4 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
34b401f3,"Pedhi river near road bridge at Dadhi. Pedhi village, Village. Dadhi. Pedhi, Taluka. Bhatkuli, District. Amravati.",Pedhi,Amravati,Maharashtra,07-01-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.85,Low Risk,BOD (4.0 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
3cf3f05c,Chandrabhaga river at chandur jahanpur thesil daryapur Dist- Amravati,Chandrabhaga,Amravati,Maharashtra,07-01-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,0.77,Low Risk,BOD (3.9 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
5d1a6916,"Purna river at Kolhapur Tal- Daryapur, Dist- Amravati",Purna,Amravati,Maharashtra,07-01-2025,Jul,Regulatory Violation | ML Non-Compliance | Persistent Hotspot,Severe,Non-Compliant,1.0,1.87,Low Risk,BOD (5.2 > 3),High,"Triggered by: Regulatory Violation, ML Non-Compliance, Persistent Hotspot",Escalate for immediate field inspection and source tracking.
