station_name,river_name,state,district,month,dissolved_oxygen,bod,ph,violation_reasons,risk_score,risk_category,label_confidence,risk_confidence,rule_based_explanation
"Kundalika river , kolad, Dist- Raigad",Kundalika,,Raigad,Sep,7.2,3.0,7.8,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Sea water at Gateway of India, Village. Colaba, Taluka. Colaba, District. Mumbai.",Sea,,Mumbai,Sep,4.3,13.0,7.8,DO (4.3 < 5); BOD (13.0 > 3),14.11,Low Risk,High,High,Non-compliant because DO is 4.30 mg/L (below 5); BOD is 13.00 mg/L (above 3). Risk category: Low Risk.
"Sea water at Charni road choupathy, Village. Girgaon, Taluka. Mumbai, District. Mumbai.",Sea,,Mumbai,Sep,4.6,13.0,8.1,DO (4.6 < 5); BOD (13.0 > 3),11.71,Low Risk,High,High,Non-compliant because DO is 4.60 mg/L (below 5); BOD is 13.00 mg/L (above 3). Risk category: Low Risk.
"Sea water at Worli seaface, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,,Mumbai,Sep,4.6,13.0,7.7,DO (4.6 < 5); BOD (13.0 > 3),11.71,Low Risk,High,High,Non-compliant because DO is 4.60 mg/L (below 5); BOD is 13.00 mg/L (above 3). Risk category: Low Risk.
"Mahim creek at Mahim Bay, Village. Mahim, Taluka. Mumbai, District. Mumbai.",Mahim,,Mumbai,Sep,4.7,13.5,7.7,DO (4.7 < 5); BOD (13.5 > 3),11.34,Low Risk,High,High,Non-compliant because DO is 4.70 mg/L (below 5); BOD is 13.50 mg/L (above 3). Risk category: Low Risk.
"Sea water at Shivaji park ( Dadar choupathy), Village. Dadar, Taluka.Dadar,  District. Mumbai.",Sea,,Mumbai,Sep,4.6,13.0,7.8,DO (4.6 < 5); BOD (13.0 > 3),11.71,Low Risk,High,High,Non-compliant because DO is 4.60 mg/L (below 5); BOD is 13.00 mg/L (above 3). Risk category: Low Risk.
"Sea water at Haji Ali, Village. Worli, Taluka. Worli, District. Mumbai.",Sea,,Mumbai,Sep,4.7,12.0,7.7,DO (4.7 < 5); BOD (12.0 > 3),10.06,Low Risk,High,High,Non-compliant because DO is 4.70 mg/L (below 5); BOD is 12.00 mg/L (above 3). Risk category: Low Risk.
"Sea water at Malabar Hill, Village. Walkeshwar,Taluka. Mumbai,District. Mumbai.",Sea,,Mumbai,Sep,4.9,12.0,7.8,DO (4.9 < 5); BOD (12.0 > 3),8.46,Low Risk,High,High,Non-compliant because DO is 4.90 mg/L (below 5); BOD is 12.00 mg/L (above 3). Risk category: Low Risk.
"Thane creek at Elephanta Island, Village. Elephanta Island , Taluka. Mumbai, District. Mumbai.",Thane,,Mumbai,Sep,4.7,13.5,7.6,DO (4.7 < 5); BOD (13.5 > 3),11.34,Low Risk,High,High,Non-compliant because DO is 4.70 mg/L (below 5); BOD is 13.50 mg/L (above 3). Risk category: Low Risk.
"Sea water at Nariman Point, Village. Colaba, Taluka. Colaba, District. Mumbai.",Sea,,Mumbai,Sep,4.5,13.0,7.6,DO (4.5 < 5); BOD (13.0 > 3),12.51,Low Risk,High,High,Non-compliant because DO is 4.50 mg/L (below 5); BOD is 13.00 mg/L (above 3). Risk category: Low Risk.
"Mithi river near Road bridge, Village. Mahim, Taluka. Bandra, District. Mumbai.",Mithi,,Mumbai,Sep,3.5,18.0,7.2,DO (3.5 < 5); BOD (18.0 > 3),24.77,Low Risk,High,High,Non-compliant because DO is 3.50 mg/L (below 5); BOD is 18.00 mg/L (above 3). Risk category: Low Risk.
"Sea water at Versova beach, Village. Versova, Taluka. Andheri, District. Mumbai.",Sea,,Mumbai,Sep,4.8,14.0,7.5,DO (4.8 < 5); BOD (14.0 > 3),10.96,Low Risk,High,High,Non-compliant because DO is 4.80 mg/L (below 5); BOD is 14.00 mg/L (above 3). Risk category: Low Risk.
"Sea water at Juhu beach,  Village. Juhugaon, Taluka. Santacruz,  District. Mumbai.",Sea,,Mumbai,Sep,4.2,13.0,7.2,DO (4.2 < 5); BOD (13.0 > 3),14.91,Low Risk,High,High,Non-compliant because DO is 4.20 mg/L (below 5); BOD is 13.00 mg/L (above 3). Risk category: Low Risk.
"Rabodi nalla, Village. Rabodi,Taluka. Thane, District. Thane.",Rabodi,,Thane,Sep,2.3,18.0,7.5,DO (2.3 < 5); BOD (18.0 > 3),34.37,Moderate Risk,High,High,Non-compliant because DO is 2.30 mg/L (below 5); BOD is 18.00 mg/L (above 3). Risk category: Moderate Risk.
"Colour chem  Nalla, Village. Majiwada,Taluka. Thane,District. Thane.",Colour Chem,,Thane,Sep,2.4,18.0,7.4,DO (2.4 < 5); BOD (18.0 > 3),33.57,Moderate Risk,High,High,Non-compliant because DO is 2.40 mg/L (below 5); BOD is 18.00 mg/L (above 3). Risk category: Moderate Risk.
"Sandoz nalla, Village. Sandozbaug,Taluka. Thane,District. Thane.",Sandoz,,Thane,Sep,2.5,20.0,7.3,DO (2.5 < 5); BOD (20.0 > 3),34.47,Moderate Risk,High,High,Non-compliant because DO is 2.50 mg/L (below 5); BOD is 20.00 mg/L (above 3). Risk category: Moderate Risk.
"Ulhas creek at Mumbra Reti bunder, Village. Mumbra,Taluka. Thane, District. Thane.",Ulhas,,Thane,Sep,5.8,6.0,7.4,BOD (6.0 > 3),2.55,Low Risk,High,High,Non-compliant because BOD is 6.00 mg/L (above 3). Risk category: Low Risk.
"Thane creek at Kalwa road bridge, Village. Kalwa,Taluka. Thane,District. Thane.",Thane,,Thane,Sep,2.5,16.0,7.4,DO (2.5 < 5); BOD (16.0 > 3),31.06,Moderate Risk,High,High,Non-compliant because DO is 2.50 mg/L (below 5); BOD is 16.00 mg/L (above 3). Risk category: Moderate Risk.
"Ulhas creek at Kolshet Reti bunder, Village. Kolshet, Taluka. Thane, District. Thane.",Ulhas,,Thane,Sep,6.9,3.6,7.5,BOD (3.6 > 3),0.51,Low Risk,High,High,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.
"Ulhas creek at Gaimukh at Nagla Bunder on Ghod bunder road, Village. Nagla,Taluka. Thane,District. Thane.",Ulhas,,Thane,Sep,6.8,4.0,7.6,BOD (4.0 > 3),0.85,Low Risk,High,High,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.
"Bassein creek at VasaiFort , Village. Bassein, Taluka. Vasai, District. Thane.",Bassein,,Thane,Sep,4.1,8.0,7.0,DO (4.1 < 5); BOD (8.0 > 3),11.46,Low Risk,High,High,Non-compliant because DO is 4.10 mg/L (below 5); BOD is 8.00 mg/L (above 3). Risk category: Low Risk.
"Pehlar Dam on Pehlar river. inlet of water works, Village. Pehlar, Taluka. Vasai, District. Thane.",Pehlar,,Thane,Sep,7.0,2.8,7.5,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Ulhas creek at Versova bridge, Village. Versova, Taluka. Vasai, District. Thane.",Ulhas,,Thane,Sep,5.9,6.0,7.3,BOD (6.0 > 3),2.55,Low Risk,High,High,Non-compliant because BOD is 6.00 mg/L (above 3). Risk category: Low Risk.
"Bhayander creek at D/s of Railway bridge at  Jasal park choupathy, Village. Navghar, Taluka. Bhayander, District. Thane.",Bhayander,,Thane,Sep,5.8,8.0,7.4,BOD (8.0 > 3),4.26,Low Risk,High,High,Non-compliant because BOD is 8.00 mg/L (above 3). Risk category: Low Risk.
"Arnala sea, Village. Arnala, Taluka. Vasai, District. Thane.",Arnala,,Thane,Sep,4.5,10.0,7.4,DO (4.5 < 5); BOD (10.0 > 3),9.96,Low Risk,High,High,Non-compliant because DO is 4.50 mg/L (below 5); BOD is 10.00 mg/L (above 3). Risk category: Low Risk.
"Uttan sea at Bhayander, Village. Uttan, Taluka. Bhayander, District. Thane.",Uttan,,Thane,Sep,5.0,10.0,7.5,BOD (10.0 > 3),5.96,Low Risk,High,High,Non-compliant because BOD is 10.00 mg/L (above 3). Risk category: Low Risk.
"Kharekuran Murbe creek , Village. Kharekuran, Taluka. Palghar, District. Thane.",Kharekuran Murbe,,Thane,Sep,4.2,13.0,8.1,DO (4.2 < 5); BOD (13.0 > 3),14.91,Low Risk,High,High,Non-compliant because DO is 4.20 mg/L (below 5); BOD is 13.00 mg/L (above 3). Risk category: Low Risk.
"Dandi Creek, Village. Dandi, Taluka. Palghar, District. Thane.",Dandi,,Thane,Sep,4.4,13.0,8.2,DO (4.4 < 5); BOD (13.0 > 3),13.31,Low Risk,High,High,Non-compliant because DO is 4.40 mg/L (below 5); BOD is 13.00 mg/L (above 3). Risk category: Low Risk.
"Sarwali Creek, Village. Sarwali, Taluka. Palghar, District. Thane.",Sarwali,,Thane,Sep,4.8,7.0,7.8,DO (4.8 < 5); BOD (7.0 > 3),5.0,Low Risk,High,High,Non-compliant because DO is 4.80 mg/L (below 5); BOD is 7.00 mg/L (above 3). Risk category: Low Risk.
"Navapur sea, Village. Navapur, Taluka. Palghar, District. Thane.",Navapur,,Thane,Sep,4.9,12.0,8.1,DO (4.9 < 5); BOD (12.0 > 3),8.46,Low Risk,High,High,Non-compliant because DO is 4.90 mg/L (below 5); BOD is 12.00 mg/L (above 3). Risk category: Low Risk.
"BPT, Navapur, Village. Navapur, Taluka. Palghar, District. Thane.",BPT/Navapur,,Thane,Sep,1.0,34.0,7.5,DO (1.0 < 5); BOD (34.0 > 3),58.38,High Risk,High,High,Non-compliant because DO is 1.00 mg/L (below 5); BOD is 34.00 mg/L (above 3). Risk category: High Risk.
"Tarapur MIDC Nalla ( near Sump 1), Village. MIDC Tarapur, Taluka. Palghar, District. Thane.",Tarapur Midc,,Thane,Sep,0.3,50.0,7.6,DO (0.3 < 5); BOD (50.0 > 3),77.6,Severe Risk,High,High,Non-compliant because DO is 0.30 mg/L (below 5); BOD is 50.00 mg/L (above 3). Risk category: Severe Risk.
"Tarapur MIDC Nalla ( Near Sump 2), Village. MIDC  Tarapur, Taluka. Palghar, District. Thane.",Tarapur Midc,,Thane,Sep,0.3,50.0,7.4,DO (0.3 < 5); BOD (50.0 > 3),77.6,Severe Risk,High,High,Non-compliant because DO is 0.30 mg/L (below 5); BOD is 50.00 mg/L (above 3). Risk category: Severe Risk.
"Tarapur MIDC Nalla ( Near Sump 3), Village. MIDC  Tarapur, Taluka. Palghar, District. Thane.",Tarapur Midc,,Thane,Sep,0.3,65.0,7.4,DO (0.3 < 5); BOD (65.0 > 3),77.6,Severe Risk,High,High,Non-compliant because DO is 0.30 mg/L (below 5); BOD is 65.00 mg/L (above 3). Risk category: Severe Risk.
"Surya River at U/S of Surya Dam, Village. Dhamni, Taluka. Vikramgad, District. Thane.",Surya,,Thane,Sep,7.3,2.8,7.8,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Surya river at MIDC pumping station on Boisar . Chillarphata road, Village. Garvashet, Taluka. Palghar, District. Thane",Surya,,Thane,Sep,7.1,3.0,8.0,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Surya river at intake of Vasai.Virar water Scheme, Village. Masvan, Taluka. Palghar, District. Thane.",Surya,,Thane,Sep,7.2,2.8,7.7,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Savta Creek, Village. Savta, Taluka. Dahanu, District. Thane.",Savta,,Thane,Sep,4.5,9.0,8.1,DO (4.5 < 5); BOD (9.0 > 3),9.11,Low Risk,High,High,Non-compliant because DO is 4.50 mg/L (below 5); BOD is 9.00 mg/L (above 3). Risk category: Low Risk.
"Dahanu Creek at Dahanu Fort, Village. Danugaon, Taluka. Dahanu, District. Thane.",Dahanu,,Thane,Sep,4.4,8.0,8.3,DO (4.4 < 5); BOD (8.0 > 3),9.06,Low Risk,High,High,Non-compliant because DO is 4.40 mg/L (below 5); BOD is 8.00 mg/L (above 3). Risk category: Low Risk.
"Kalu river at Atale village, Village. Atale, Taluka. Kalyan, District. Thane.",Kalu,,Thane,Sep,7.2,3.0,7.8,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Ulhas creek at Reti bunder at D/s of Kalyan. Bhiwandi bridge, Village. Kalyan, Taluka. Kalyan, District. Thane.",Ulhas,,Thane,Sep,5.2,8.0,7.4,BOD (8.0 > 3),4.26,Low Risk,High,High,Non-compliant because BOD is 8.00 mg/L (above 3). Risk category: Low Risk.
"Ulhas river at U/s of NRC Bund, Village. Mohane, Taluka. Kalyan, District. Thane.",Ulhas,,Thane,Sep,7.1,3.4,7.6,BOD (3.4 > 3),0.34,Low Risk,High,High,Non-compliant because BOD is 3.40 mg/L (above 3). Risk category: Low Risk.
"Ulhas river at Jambhul water works, Village. Jambhul, Taluka. Ambernath, District. Thane.",Ulhas,,Thane,Sep,7.4,2.8,7.7,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Ulhas river at U/s of Badlapur water works, Village. Kulgaon, Taluka. Ambernath, District. Thane.",Ulhas,,Thane,Sep,6.8,2.8,7.6,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Bhatsa River at D/s of Liberty Oil Mills, Satnel, Shahapur, Thane.",Bhatsa,,Thane,Sep,7.4,3.0,7.9,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Bhatsa River at U/s of Liberty Oil Mills, Satnel, Shahapur, Thane.",Bhatsa,,Thane,Sep,7.4,2.8,7.9,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Tansa river near road bridge, Village. Dakewali, Taluka. Wada, District. Thane.",Tansa,,Thane,Sep,7.2,3.0,7.8,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Vaitarna river near road bridge, Village. Gandhare, Taluka. Wada, District. Thane.",Vaitarna,,Thane,Sep,7.3,3.0,7.8,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Bhatsa river at D/s of Pise Dam, Village. Pise, Taluka. Bhiwandi, District. Thane.",Bhatsa,,Thane,Sep,6.6,3.0,7.7,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
Vashi Creek at Vashi Bridge,Vashi,,Thane,Sep,4.4,9.0,7.6,DO (4.4 < 5); BOD (9.0 > 3),9.91,Low Risk,High,High,Non-compliant because DO is 4.40 mg/L (below 5); BOD is 9.00 mg/L (above 3). Risk category: Low Risk.
Vashi Creek at Airoli Bridge,Vashi,,Thane,Sep,4.1,9.0,7.5,DO (4.1 < 5); BOD (9.0 > 3),12.31,Low Risk,High,High,Non-compliant because DO is 4.10 mg/L (below 5); BOD is 9.00 mg/L (above 3). Risk category: Low Risk.
Thane creek Flamingo Sanctuary,Thane,,Thane,Sep,4.1,10.0,7.4,DO (4.1 < 5); BOD (10.0 > 3),13.16,Low Risk,High,High,Non-compliant because DO is 4.10 mg/L (below 5); BOD is 10.00 mg/L (above 3). Risk category: Low Risk.
"Patalganga river at Shilphata bridge, Village.Khopoli,Taluka. Khalapur, District. Raigad.",Patalganga,,Raigad,Sep,6.9,3.2,7.4,BOD (3.2 > 3),0.17,Low Risk,High,High,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.
"Patalganga river near intake of MIDC water works  (Turade w/w). Village. Turade, Taluka. Khalapur, District. Raigad.",Patalganga,,Raigad,Sep,7.3,3.0,7.5,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Patalganga river at D/s of Kharpada bridge , Village. Kharpada, Taluka. Khalapur, District. Raigad.",Patalganga,,Raigad,Sep,7.3,2.8,7.4,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Patalganga river at Vyal Pump house,  Village. Vyal,  Taluka. Khalapur, District. Raigad.",Patalganga,,Raigad,Sep,6.9,2.8,7.5,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Patalganga river at Khalapur pumping station, Village. Khalapur, Taluka. Khalapur, District. Raigad.",Patalganga,,Raigad,Sep,6.9,2.8,7.5,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Patalganga river at Savroli bridge, Village. Savroli,Taluka. Khalapur,District. Raigad.",Patalganga,,Raigad,Sep,6.7,4.0,7.4,BOD (4.0 > 3),0.85,Low Risk,High,High,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.
"Patalganga river at Gagangiri Maharaj Temple, Village. Khopoli, Taluka. Khalapur, District. Raigad.",Patalganga,,Raigad,Sep,7.2,3.0,7.7,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Panvel creek at Kopra bridge, Village. Kopra,Taluka. Panvel, District. Raigad.",Panvel,,Raigad,Sep,6.1,4.6,7.3,BOD (4.6 > 3),1.36,Low Risk,High,High,Non-compliant because BOD is 4.60 mg/L (above 3). Risk category: Low Risk.
"Kundalika river at Roha bridge,  Village.Roha, Taluka. Roha, District. Raigad.",Kundalika,,Raigad,Sep,7.0,2.8,7.3,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Kundalika river at Are Khurd (Saline zone), Village.Arekhurd,Taluka. Roha, District. Raigad.",Kundalika,,Raigad,Sep,7.0,3.2,7.4,BOD (3.2 > 3),0.17,Low Risk,High,High,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.
"Kundalika river near Salav bridge (Saline zone), Village.Salav, Taluka. Roha, District. Raigad.",Kundalika,,Raigad,Sep,4.5,8.0,7.72,DO (4.5 < 5); BOD (8.0 > 3),8.26,Low Risk,High,High,Non-compliant because DO is 4.50 mg/L (below 5); BOD is 8.00 mg/L (above 3). Risk category: Low Risk.
"Kundalika river at Dhatav at Jackwell , Village. Dhatav,Taluka. Roha, District. Raigad.",Kundalika,,Raigad,Sep,7.4,2.8,7.5,,0.0,Low Risk,High,High,Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.
"Amba river at D/s of Waken bridge, Village. Waken phata, Taluka. Roha, District. Raigad. ( u/s of the jackwells of M/s Supreme Petrochemicals & MIDC )",Amba,,Raigad,Sep,6.8,3.8,7.8,BOD (3.8 > 3),0.68,Low Risk,High,High,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.
"Pedhi river near road bridge at Dadhi. Pedhi village, Village. Dadhi. Pedhi, Taluka. Bhatkuli, District. Amravati.",Pedhi,,Amravati,Sep,5.0,3.8,7.3,BOD (3.8 > 3),0.68,Low Risk,High,High,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.
"Purna river near Achalpur. Amravati road bridge, Asegaon, Village. Asegaon,Taluka. Chandur Bazar, District. Amravati.",Purna,,Amravati,Sep,6.0,4.0,8.1,BOD (4.0 > 3),0.85,Low Risk,High,High,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.
Chandrabhaga river at chandur jahanpur thesil daryapur Dist- Amravati,Chandrabhaga,,Amravati,Sep,5.5,3.6,7.4,BOD (3.6 > 3),0.51,Low Risk,High,High,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.
"Purna river at Kolhapur Tal- Daryapur, Dist- Amravati",Purna,,Amravati,Sep,6.4,3.9,7.5,BOD (3.9 > 3),0.77,Low Risk,High,High,Non-compliant because BOD is 3.90 mg/L (above 3). Risk category: Low Risk.
"Penganga river at washim- risod road bridge, village asegaonpen, Tal-risod, dist- washim",Penganga,,Amravati,Sep,6.0,4.2,8.1,BOD (4.2 > 3),1.02,Low Risk,High,High,Non-compliant because BOD is 4.20 mg/L (above 3). Risk category: Low Risk.
"Purna River at Dhupeshwar at u/s of Malkapur water works, Malkapur, Dist.Akola",Purna,,Akola,Sep,6.0,6.8,8.2,BOD (6.8 > 3),3.23,Low Risk,High,High,Non-compliant because BOD is 6.80 mg/L (above 3). Risk category: Low Risk.
"Purna river at D/s of confluence of Morna and Purna, at Andura Village, Village. Andura, Taluka. Balapur, District. Akola.",Purna,,Akola,Sep,5.7,5.0,8.0,BOD (5.0 > 3),1.7,Low Risk,High,High,Non-compliant because BOD is 5.00 mg/L (above 3). Risk category: Low Risk.
Morna River D/s of Railway Bridge Akola ,Morna,,Akola,Sep,5.4,5.1,7.6,BOD (5.1 > 3),1.79,Low Risk,High,High,Non-compliant because BOD is 5.10 mg/L (above 3). Risk category: Low Risk.
Penganga River at Mehkar .Buldana Bridge.Akola,Penganga,,Akola,Sep,6.8,3.5,8.7,BOD (3.5 > 3); pH (8.7 not in 6.5-8.5),1.15,Low Risk,High,High,Non-compliant because BOD is 3.50 mg/L (above 3); pH is 8.70 (outside 6.5-8.5). Risk category: Low Risk.
"Lonar surovar lake, near kamalja devi temple. Tal- lonar Dist- Buldhana",Lonar Surovar,,Akola,Sep,5.0,44.0,9.5,BOD (44.0 > 3); pH (9.5 not in 6.5-8.5),38.53,Moderate Risk,High,High,Non-compliant because BOD is 44.00 mg/L (above 3); pH is 9.50 (outside 6.5-8.5). Risk category: Moderate Risk.
"Kolar river before confluence with Kanhan river at Waregaon Bridge, Village. Waregaon, Taluka.Kamptee, District.Nagpur.",Kolar,,Nagpur,Sep,5.8,4.0,8.4,BOD (4.0 > 3),0.85,Low Risk,High,High,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.
"Kanhan river at U/s of M/s Vidarbha Paper Mills, Village. Sinora, Taluka. Parseoni, District. Nagpur.",Kanhan,,Nagpur,Sep,6.2,3.4,8.4,BOD (3.4 > 3),0.34,Low Risk,High,High,Non-compliant because BOD is 3.40 mg/L (above 3). Risk category: Low Risk.
"Kanhan river at D/s of M/s Vidarbha Paper Mills,  Village. Sinora, Taluka. Parseoni, District. Nagpur.",Kanhan,,Nagpur,Sep,6.1,3.6,8.4,BOD (3.6 > 3),0.51,Low Risk,High,High,Non-compliant because BOD is 3.60 mg/L (above 3). Risk category: Low Risk.
"Wardha river at Pulgaon Railway Bridge, Village. Pulgaon,Taluka . Wardha, District. Wardha.",Wardha,,Nagpur,Sep,7.3,4.0,8.4,BOD (4.0 > 3),0.85,Low Risk,High,High,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.
"Kanhan river at D/s of Nagpur, Village. Agargaon, Taluka. Kuhi, District. Nagpur.",Kanhan,,Nagpur,Sep,3.4,11.4,7.4,DO (3.4 < 5); BOD (11.4 > 3),19.95,Low Risk,High,High,Non-compliant because DO is 3.40 mg/L (below 5); BOD is 11.40 mg/L (above 3). Risk category: Low Risk.
"Wainganga river after confluence with Kanhan river, Village. Ambhora,Taluka. Kuhi, District. Nagpur.",Wainganga,,Nagpur,Sep,5.9,4.1,7.4,BOD (4.1 > 3),0.94,Low Risk,High,High,Non-compliant because BOD is 4.10 mg/L (above 3). Risk category: Low Risk.
"Wena river at U/s of Mohata Mills, near Railway bridge on Wardha  Chandrapur Railway line, Village. Hinganghat, Taluka. Hinganghat, District. Wardha.",Wena,,Nagpur,Sep,5.8,5.0,7.9,BOD (5.0 > 3),1.7,Low Risk,High,High,Non-compliant because BOD is 5.00 mg/L (above 3). Risk category: Low Risk.
"Wena river at D/s of Mohata Mills, near  bridge on Hinganghat. Wadner road,  Village. Hinganghat, Taluka. Hinganghat,  District. Wardha.",Wena,,Nagpur,Sep,5.4,6.0,8.0,BOD (6.0 > 3),2.55,Low Risk,High,High,Non-compliant because BOD is 6.00 mg/L (above 3). Risk category: Low Risk.
"Nag river near ambazari lake, Dist- Nagpur",Nag,,Nagpur,Sep,6.5,3.5,7.8,BOD (3.5 > 3),0.43,Low Risk,High,High,Non-compliant because BOD is 3.50 mg/L (above 3). Risk category: Low Risk.
Nag river  near bhandewadi bridge Dist- Nagpur,Nag,,Nagpur,Sep,0.3,22.0,7.6,DO (0.3 < 5); BOD (22.0 > 3),53.77,High Risk,High,High,Non-compliant because DO is 0.30 mg/L (below 5); BOD is 22.00 mg/L (above 3). Risk category: High Risk.
"Nag river  near asoli road bridge, bhandara road, Dist- Nagpur",Nag,,Nagpur,Sep,0.3,18.0,7.5,DO (0.3 < 5); BOD (18.0 > 3),50.37,High Risk,High,High,Non-compliant because DO is 0.30 mg/L (below 5); BOD is 18.00 mg/L (above 3). Risk category: High Risk.
"Pilli river  near wanjara layout, kamptee road, Dist-Nagpur",Pilli,,Nagpur,Sep,0.3,18.5,7.6,DO (0.3 < 5); BOD (18.5 > 3),50.79,High Risk,High,High,Non-compliant because DO is 0.30 mg/L (below 5); BOD is 18.50 mg/L (above 3). Risk category: High Risk.
"Pilli river  near, vill-mankapur on koradi road, Dist- Nagpur",Pilli,,Nagpur,Sep,0.3,41.0,7.7,DO (0.3 < 5); BOD (41.0 > 3),69.94,High Risk,High,High,Non-compliant because DO is 0.30 mg/L (below 5); BOD is 41.00 mg/L (above 3). Risk category: High Risk.
"Wainganga river at D/s of Ellora Paper Mills, Village. Tumsar, Taluka. Tumsar, District. Bhandara.",Wainganga,,Bhandara,Sep,6.5,5.5,8.0,BOD (5.5 > 3),2.13,Low Risk,High,High,Non-compliant because BOD is 5.50 mg/L (above 3). Risk category: Low Risk.
"Wainganga river at U/s of Ellora Paper Mills, Village. Tumsar, Taluka. Tumsar, District. Bhandara.",Wainganga,,Bhandara,Sep,6.7,5.4,7.7,BOD (5.4 > 3),2.04,Low Risk,High,High,Non-compliant because BOD is 5.40 mg/L (above 3). Risk category: Low Risk.
"Wainganga river at kardha bridge, D/S of bhandara city, Dist- Bhandara",Wainganga,,Bhandara,Sep,7.1,3.8,7.7,BOD (3.8 > 3),0.68,Low Risk,High,High,Non-compliant because BOD is 3.80 mg/L (above 3). Risk category: Low Risk.
"Gosekhurd Dam village - Gosekhurd, pauni, Dist- Bhandara",Gosekhurd,,Bhandara,Sep,7.2,3.4,7.6,BOD (3.4 > 3),0.34,Low Risk,High,High,Non-compliant because BOD is 3.40 mg/L (above 3). Risk category: Low Risk.
"Wainganga river at Ashti, Village. Ashti, Taluka. Gondpipri, District.Chandrapur.",Wainganga,,Chandrapur,Sep,6.1,3.3,8.4,BOD (3.3 > 3),0.26,Low Risk,High,High,Non-compliant because BOD is 3.30 mg/L (above 3). Risk category: Low Risk.
"Wardha river at confluence point of Penganga & Wardha. Village. Jugad, Taluka. Wani, District. Yavatmal.",Wardha,,Chandrapur,Sep,5.7,4.1,8.5,BOD (4.1 > 3),0.94,Low Risk,High,High,Non-compliant because BOD is 4.10 mg/L (above 3). Risk category: Low Risk.
"Wardha river at D/s of ACC Ltd. Ghuggus near WCL pump house, Village. Ghuggus, Taluka. Chandrapur, District. Chandrapur.",Wardha,,Chandrapur,Sep,6.1,4.0,8.5,BOD (4.0 > 3),0.85,Low Risk,High,High,Non-compliant because BOD is 4.00 mg/L (above 3). Risk category: Low Risk.
"Wainganga river at U/s of Gaurav Paper Mills, near jackwell,  Village. Bramhpuri, Taluka. Chandrapur, District. Chandrapur.",Wainganga,,Chandrapur,Sep,6.5,3.2,8.0,BOD (3.2 > 3),0.17,Low Risk,High,High,Non-compliant because BOD is 3.20 mg/L (above 3). Risk category: Low Risk.
